original,translated,fuel,machine,others,part,price,service,clean_sentence
"kalau soal mesin dan bentuk toplah yamaha , kayak sekarang saya pakai nmax 2018 yang memang sudah lama saya incar , dari bentuk saya suka sekali .","menawi soal mesin lan bentuk toplah yamaha , kados sapunika kula angge nmax 2018 ingkang estu   sampun setunggaling kula incer , saking bentuk kula remen sanget .",neutral,positive,neutral,positive,neutral,neutral,menawi soal mesin lan bentuk top yamaha kados sapunika kula angge nmax ingkang estu sampun setunggaling kula incer saking bentuk kula remen sanget
"masalah nya , Xenia 2005 kadang-kadang dasbor bunyi ,","masalahipun   , xenia 2005 kadang-kadang dasbor ungel ,",neutral,neutral,neutral,negative,neutral,neutral,masalah xenia kadangkadang dasbor ungel
"Dan cabin nya juga lebih luas fortuner , kalau pajero sempit apalagi di bagian depan","lan cabinipun   ugi  langkung wiyar fortuner , menawi pajero ripak  punapa malih ing perangan ngajeng",neutral,neutral,neutral,negative,neutral,neutral,lan cabinipun ugi langkung wiyar fortuner menawi pajero ripak punapa malih ing perang ngajeng
"Service bengkel pinggir jalan dibilang jelek hasil service di dealer resmi pelayanan jelek , scumbag honda","service bengkel pinggiring {margi, mlampah} dipunetang awon  kasil service ing dealer resmi pelayanan awon  , scumbag honda",neutral,neutral,neutral,neutral,neutral,negative,service bengkel pinggiring margi mlampah dipunetang awon kasil service ing dealer resmi layan awon scumbag honda
selama ini pakai xexi lumayan enak dan nyaman juga .,salami puniki angge xexi lumayan eca  lan nyaman ugi  .,neutral,neutral,positive,neutral,neutral,neutral,salam puniki angge xexi lumayan eca lan nyaman ugi
"rata-rata bbm - nya luar kota juga bisa sampai 1:16 , irit banget mitsubishi","rata-rata bbm ipun    jawining kitha ugi  saged dumugi 1:16 , irit sanget mitsubishi",positive,neutral,neutral,neutral,neutral,neutral,ratarata bbm ipun jawining kitha ugi saged dumugi irit sanget mitsubishi
"1 kelemahan xenia , DUDUK DI BARIS PALING BELAKANG KAYAK NAIK UNTA ! GILA BERASA BANGET PUYENGNYA .","1 kelemahan xenia , lenggah ing baris paling wingking kados minggah unta ! ewah kraos  sanget puyengipun   .",neutral,neutral,neutral,negative,neutral,neutral,lemah xenia lenggah ing baris paling wingking kados minggah unta ewah kraos sanget puyeng
Tapi yang sangat jelek dari Freed adalah tarikan nya .,nanging ingkang awon  sanget saking freed inggih punika tarikanipun   .,neutral,negative,neutral,neutral,neutral,neutral,nanging ingkang awon sanget saking freed inggih punika tarikanipun
Fortuner Itu Mobil Tenaga nya Lemah Harga Selangit,fortuner puniku mobil tenaganipun  ringkih regi  selangit,neutral,negative,neutral,neutral,negative,neutral,fortuner pun mobil tenaganipun ringkih regi langit
saya saranin beli vario aja suku cadang meadai purnajual juga oke,kula saranin tumbas vario mawon suku    cadang meadai purnajual ugi  oke,neutral,neutral,neutral,positive,positive,neutral,kula saranin tumbas vario mawon suku cadang meadai purnajual ugi oke
"brio gak cocok dibawa pergi ke medan yang susah, lemah dia","brio mboten cocok dipunbekta kesah dhateng medan ingkang sisah, ringkih piyambakipun",neutral,neutral,positive,neutral,neutral,neutral,brio mboten cocok dipunbekta kesah dhateng medan ingkang sisah ringkih piyambakipun
"Simpel cocok dijuluki untuk nya Honda beat makin bertambah gaya desain minimalis namun juara di kelas nya , bahan bakar juara nya hemat ramah dan bersahabat dengan saku maupun di dompet , sukses selalu Honda one Heart","simpel cocok dipunwastani kangge piyambakipun honda beat saya  bertambah gaya desain minimalis nanging juwara ing kelasipun   , bahan besmi juwaranipun hemat ramah lan mitran     kaliyan sak     utawi  ing dompet , sukses tansah honda one heart",positive,neutral,neutral,positive,positive,neutral,simpel cocok dipunwastani kangge piyambakipun honda beat saya tambah gaya desain minimal nanging juwara ing kelasi bahan besmi juwaranipun hemat ramah lan mitran kaliyan sak utawi ing dompet sukses tansah honda one heart
"Soal tenaga yang kurang di ertiga juga agak mengganggu ,","soal tenaga ingkang kirang ing ertiga ugi  radi ngganggu ,",neutral,negative,neutral,neutral,neutral,neutral,soal tenaga ingkang kirang ing ertiga ugi radi ngganggu
"New Veloz saya rasa udah banyak improvement nya , terutama di bagian suspensi nya dibanding sebelumnya . Mental mentul , body roll , limbung sudah berkurang .","new veloz kula raos empun kathah improvementipun , utaminipun ing perangan suspensinipun  dipunbanding saderengipun  . mental mentul , body roll , limbung sampun saya kirang .",neutral,neutral,neutral,positive,neutral,neutral,new veloz kula raos empun kathah improvementipun utaminipun ing perang suspensinipun dipunbanding saderengipun mental mentul body roll limbung sampun saya kirang
@DaihatsuInd banyak yang mengeluh servis ke 2 di astra daihatsu mahal . tolong edukasikan ke bengkel-bengkel resmi jangan mainin harga atau sparepart yang bagus gak perlu diganti,@daihatsuind kathah ingkang ngeluh   servis dhateng 2 ing astra daihatsu awis  . tulung edukasikan dhateng bengkel-bengkel resmi sampun mainin regi  utawi sparepart ingkang sae   mboten betah dipun-gantos,neutral,neutral,neutral,neutral,neutral,negative,daihatsuind kathah ingkang ngeluh servis dhateng ing astra daihatsu awis tulung edukasi dhateng bengkelbengkel resmi sampun mainin regi utawi sparepart ingkang sae mboten betah dipungantos
terus radio nya HRV nyala sendiri dengan volume maksimal . enggak bisa dimatikan dan dikecilkan .,terus radionipun  hrv nyala piyambak kaliyan volume maksimal . mboten saged dimatikan lan dikecilkan .,neutral,neutral,neutral,negative,neutral,neutral,terus radionipun hrv nyala piyambak kaliyan volume maksimal mboten saged mati lan kecil
"wah AVS kamu irit banget kak , AVG saya saja sekitar 1:8 sampai 1:9 memang macet sih jalanan .","wah avs sampeyan irit sanget mas/jeng , avg kula mawon sawentawis 1:8 dumugi 1:9 estu   macet sih margi   .",positive,neutral,neutral,neutral,neutral,neutral,wah avs sampeyan irit sanget masjeng avg kula mawon sawentawis dumugi estu macet sih margi
"Fortuner adalah mobil impian saya . Ini adalah suv mahal memang , tetapi sepadan .","fortuner inggih punika mobil supena kula . puniki inggih punika suv awis  estu , nanging sepadan .",neutral,neutral,neutral,neutral,negative,neutral,fortuner inggih punika mobil supena kula puniki inggih punika suv awis estu nanging padan
"kalau melihat spesifikasi nya, harga ertiga cukup ramah di kantong","menawi sumerep spesifikasinipun , regi  ertiga cekap ramah ing kantong",neutral,neutral,neutral,neutral,positive,neutral,menawi sumerep spesifikasinipun regi ertiga cekap ramah ing kantong
Ternyata perawatan yamaha rata rata lebih murah dari kompetitor .,kasunyatanipun perawatan yamaha radin radin langkung mirah saking kompetitor .,neutral,neutral,neutral,neutral,neutral,positive,kasunyatanipun awat yamaha radin radin langkung mirah saking kompetitor
"Sudah dua tahun saya memiliki motor Honda Beat ini , motor ini keseharian nya saya pergunakan untuk antar anak sekolah dan bekerja . Motor yang lumayan gesit , lincah dan irit BBM .","sampun kalih warsa kula nggadhahi motor honda beat puniki , motor puniki sadinten-dintenipun kula ngangge kangge antar lare  sekola lan nyambut damel . motor ingkang lumayan gesit , lincah lan irit bbm .",positive,positive,neutral,neutral,neutral,neutral,sampun kalih warsa kula nggadhahi motor honda beat puniki motor puniki sadintendintenipun kula ngangge kangge antar lare kola lan nyambut damel motor ingkang lumayan gesit lincah lan irit bbm
Pajero mempunyai mesin yang lebih bertenaga dan banyak fitur,pajero gadhah mesin ingkang langkung bertenaga lan kathah fitur,neutral,positive,neutral,positive,neutral,neutral,pajero gadhah mesin ingkang langkung tenaga lan kathah fitur
suzuki ignis dan Daihatsu sirion harga jual nya juga enggak stabil,suzuki ignis lan daihatsu sirion regi  jualipun   ugi  mboten stabil,neutral,neutral,neutral,neutral,negative,neutral,suzuki ignis lan daihatsu sirion regi jual ugi mboten stabil
kalau menurut gue suspensi avanza agak aneh . kalau cuma berdua suspensi nya berasa keras banget . tetapi kalau diisi penuh 6 - 7 orang suspensi nya mantap betul .,menawi midherek kula suspensi avanza radi aneh . menawi naming berdua suspensinipun  kraos  atos|sora sanget . nanging menawi dipunisi kebak 6 -7 tiyang suspensinipun  mantep leres .,neutral,neutral,neutral,negative,neutral,neutral,menawi midherek kula suspensi avanza radi aneh menawi naming dua suspensinipun kraos atossora sanget nanging menawi dipunisi bak tiyang suspensinipun mantep les
"kalau sudah di atas 120 km / jam boros banget avanza saya , terus kopling nya memang agak keras juragan .","menawi sampun ing inggil 120 km / tabuh boros sanget avanza kula , terus koplingipun   estu   radi atos|sora juragan .",negative,neutral,neutral,negative,neutral,neutral,menawi sampun ing inggil km tabuh boros sanget avanza kula terus kopling estu radi atossora juragan
"Pertama kali memiliki mobil ini rasanya seperti mimpi , karena setelah dapat mobil ternyata menang undian juga 10 juta rupiah dari Daihatsu . Mobil irit , servis mudah dan murah .","kaping sapisan nggadhahi mobil puniki raosipun   kados   supena , amargi sasampunipun angsal mobil kasunyatanipun menang undian ugi  10 yuta rupiyah saking daihatsu . mobil irit , servis gampil lan mirah .",positive,neutral,neutral,neutral,neutral,positive,kaping sapisan nggadhahi mobil puniki raosipun kados supena amargi sasampunipun angsal mobil kasunyatanipun menang undi ugi yuta rupiyah saking daihatsu mobil irit servis gampil lan mirah
mendingan vrz 4*4 sekalian fitur lengkap spoiler bisa beli di toko variasi,mendingan vrz 4 * 4 sami fitur jangkep spoiler saged tumbas ing toko variasi,neutral,neutral,neutral,positive,neutral,neutral,mending vrz sami fitur jangkep spoiler saged tumbas ing toko variasi
Rush konde konsumsi BBM yang tetap irit .,rush konde konsumsi bbm ingkang tetep irit .,negative,neutral,neutral,neutral,neutral,neutral,rush konde konsumsi bbm ingkang tetep irit
Xenia memang masih kurang dari segi keamanan nya . Air bag - nya kagak ada bos .,Xenia memang masih kurang dari segi keamanan nya . Air bag - nya kagak ada bos .,neutral,neutral,neutral,positive,neutral,neutral,xenia memang masih kurang dari segi aman nya air bag nya kagak ada bos
Pajero sport Dakar memang di atas Fortuner,pajero sport dakar estu   ing inggil fortuner,neutral,neutral,negative,neutral,neutral,neutral,pajero sport dakar estu ing inggil fortuner
Dulu gue enggak suka sama xpander .,Dulu gue enggak suka sama xpander .,neutral,neutral,negative,neutral,neutral,neutral,dulu gue enggak suka sama xpander
Altis gen 11 pas lah buat yang cari kenyamanan berkendara,altis gen 11 pas lah ngge ingkang pados kenyamanan berkendara,neutral,neutral,positive,neutral,neutral,neutral,altis gen pas lah ngge ingkang pados nyaman kendara
"Fortuner saya kok setir nya agak enggak enak gitu , ya . Enggak luwes .","fortuner kula koh setiripun   radi mboten eca  ngoten , nggih . mboten luwes .",neutral,neutral,neutral,negative,neutral,neutral,fortuner kula koh setir radi mboten eca ngoten nggih mboten luwes
Putaran bawah mesin fortuner sangat kuat,putaran andhaping mesin fortuner kiyat sanget,neutral,positive,neutral,neutral,neutral,neutral,putar andhaping mesin fortuner kiyat sanget
jujur fortuner ini bandel banget dipakai di medan apa pun,jujur fortuner puniki bandel sanget dipunangge ing medan punapa nggih,neutral,positive,neutral,neutral,neutral,neutral,jujur fortuner puniki bandel sanget dipunangge ing medan punapa nggih
pengalaman saya punya avanza bahan bakar nya lebih hemat daripada ketika saya punya xenia,pengalaman kula gadhah avanza bahan bakaripun   langkung hemat daripada kala kula gadhah xenia,negative,neutral,neutral,neutral,neutral,neutral,alam kula gadhah avanza bahan bakar langkung hemat daripada kala kula gadhah xenia
"kemarin saya di honda brio , baru 2 tahun pakai dan jarang dipakai kaki-kaki sudah bunyi , rem cepat habis , sama sil booster rem atau master rem yang rembes","kala-wingi kula ing honda brio , enggal 2 warsa angge lan awis   dipunangge suku-suku sampun ungel , rem enggal telas , sami sil booster rem utawi master rem ingkang rembes",neutral,neutral,neutral,negative,neutral,neutral,kalawingi kula ing honda brio enggal warsa angge lan awis dipunangge sukusuku sampun ungel rem enggal telas sami sil booster rem utawi master rem ingkang rembes
"Sirion ini terlalu overpriced bos , bisa ngga laku di indonesia","sirion puniki sanget-sanget overpriced bos , saged mboten pajeng  ing indonesia",neutral,neutral,negative,neutral,negative,neutral,sirion puniki sangetsanget overpriced bos saged mboten pajeng ing indonesia
xenia ini mobil paling jelek yang pernah saya punya,xenia puniki mobil paling awon  ingkang nate   kula gadhah,neutral,neutral,negative,neutral,neutral,neutral,xenia puniki mobil paling awon ingkang nate kula gadhah
saya akui enak banget Hrv ini mengendarai punya saudara pakai Hrv,kula akeni eca  sanget hrv puniki mengendarai gadhah sadherek angge hrv,neutral,neutral,positive,neutral,neutral,neutral,kula akeni eca sanget hrv puniki kendara gadhah sadherek angge hrv
Payah payah gak ada yang becus nih bengkel honda . seminggu dari bengkel sudah bunyi lagi saja .,payah payah mboten wonten ingkang becus niki bengkel honda . seminggu saking bengkel sampun ungel malih mawon .,neutral,neutral,neutral,neutral,neutral,negative,payah payah mboten wonten ingkang becus nik bengkel honda minggu saking bengkel sampun ungel malih mawon
"DAIHATSU TARUNA , Selain tampang nya modern kala itu , kapasitas penumpang nya banyak dan tentu saja , mobil ini sudah dibuat ala-ala SUV","daihatsu taruna , kejawi tampangipun   modern kala puniku , kapasitas penumpangipun   kathah lan tamtu mawon , mobil puniki sampun dipundamel ala-ala suv",neutral,neutral,neutral,positive,neutral,neutral,daihatsu taruna jawi tampang modern kala pun kapasitas tumpang kathah lan tamtu mawon mobil puniki sampun dipundamel alaala suv
menurut saya dari segi kenyamanan sih bolehlah lumayan si xenia,midherek kula saking segi kenyamanan sih bolehlah lumayan si xenia,neutral,neutral,positive,neutral,neutral,neutral,midherek kula saking segi nyaman sih boleh lumayan si xenia
Avanza bahan bakar nya yang irit .,avanza bahan bakaripun   ingkang irit .,positive,neutral,neutral,neutral,neutral,neutral,avanza bahan bakar ingkang irit
Toyota rush 2018 tarikan nya luar biasa,toyota rush 2018 tarikanipun   luar biasa,neutral,positive,neutral,neutral,neutral,neutral,toyota rush tarikanipun luar biasa
Avanza mobil yang nyaman untuk keluarga dan tidak terlalu mahal perawatan nya,avanza mobil ingkang nyaman kangge keluwargi lan mboten patos awis  perawatanipun,neutral,neutral,positive,neutral,neutral,positive,avanza mobil ingkang nyaman kangge keluwargi lan mboten patos awis perawatanipun
"saya baca di atas tetangga , xenia juga naik itu sekitar 2 - 3 juta . makin mahal saja ya mobil sekarang .","kula waos ing inggil tangga   , xenia ugi  minggah puniku sawentawis 2 -3 yuta . saya  awis  mawon nggih mobil sapunika .",neutral,neutral,neutral,neutral,negative,neutral,kula waos ing inggil tangga xenia ugi minggah pun sawentawis yuta saya awis mawon nggih mobil sapunika
Makanya kapok untuk datang ke bengkel Honda Autoland kalau untuk servis serius karena pasti akan dibantah,mila       kapok kangge dugi dhateng bengkel honda autoland menawi kangge servis saestu amargi mesthi badhe dibantah,neutral,neutral,neutral,neutral,neutral,negative,mila kapok kangge dugi dhateng bengkel honda autoland menawi kangge servis saestu amargi mesthi badhe ban
