original,translated,fuel,machine,others,part,price,service
Putaran bawah mesin fortuner sangat kuat,putaran andhaping mesin fortuner kiyat sanget,neutral,positive,neutral,neutral,neutral,neutral
jujur fortuner ini bandel banget dipakai di medan apa pun,jujur fortuner puniki bandel sanget dipunangge ing medan punapa nggih,neutral,positive,neutral,neutral,neutral,neutral
pengalaman saya punya avanza bahan bakar nya lebih hemat daripada ketika saya punya xenia,pengalaman kula gadhah avanza bahan bakaripun   langkung hemat daripada kala kula gadhah xenia,negative,neutral,neutral,neutral,neutral,neutral
"kemarin saya di honda brio , baru 2 tahun pakai dan jarang dipakai kaki-kaki sudah bunyi , rem cepat habis , sama sil booster rem atau master rem yang rembes","kala-wingi kula ing honda brio , enggal 2 warsa angge lan awis   dipunangge suku-suku sampun ungel , rem enggal telas , sami sil booster rem utawi master rem ingkang rembes",neutral,neutral,neutral,negative,neutral,neutral
"Sirion ini terlalu overpriced bos , bisa ngga laku di indonesia","sirion puniki sanget-sanget overpriced bos , saged mboten pajeng  ing indonesia",neutral,neutral,negative,neutral,negative,neutral
xenia ini mobil paling jelek yang pernah saya punya,xenia puniki mobil paling awon  ingkang nate   kula gadhah,neutral,neutral,negative,neutral,neutral,neutral
saya akui enak banget Hrv ini mengendarai punya saudara pakai Hrv,kula akeni eca  sanget hrv puniki mengendarai gadhah sadherek angge hrv,neutral,neutral,positive,neutral,neutral,neutral
Payah payah gak ada yang becus nih bengkel honda . seminggu dari bengkel sudah bunyi lagi saja .,payah payah mboten wonten ingkang becus niki bengkel honda . seminggu saking bengkel sampun ungel malih mawon .,neutral,neutral,neutral,neutral,neutral,negative
"DAIHATSU TARUNA , Selain tampang nya modern kala itu , kapasitas penumpang nya banyak dan tentu saja , mobil ini sudah dibuat ala-ala SUV","daihatsu taruna , kejawi tampangipun   modern kala puniku , kapasitas penumpangipun   kathah lan tamtu mawon , mobil puniki sampun dipundamel ala-ala suv",neutral,neutral,neutral,positive,neutral,neutral
menurut saya dari segi kenyamanan sih bolehlah lumayan si xenia,midherek kula saking segi kenyamanan sih bolehlah lumayan si xenia,neutral,neutral,positive,neutral,neutral,neutral
Avanza bahan bakar nya yang irit .,avanza bahan bakaripun   ingkang irit .,positive,neutral,neutral,neutral,neutral,neutral
Toyota rush 2018 tarikan nya luar biasa,toyota rush 2018 tarikanipun   luar biasa,neutral,positive,neutral,neutral,neutral,neutral
Avanza mobil yang nyaman untuk keluarga dan tidak terlalu mahal perawatan nya,avanza mobil ingkang nyaman kangge keluwargi lan mboten patos awis  perawatanipun,neutral,neutral,positive,neutral,neutral,positive
"saya baca di atas tetangga , xenia juga naik itu sekitar 2 - 3 juta . makin mahal saja ya mobil sekarang .","kula waos ing inggil tangga   , xenia ugi  minggah puniku sawentawis 2 -3 yuta . saya  awis  mawon nggih mobil sapunika .",neutral,neutral,neutral,neutral,negative,neutral
Makanya kapok untuk datang ke bengkel Honda Autoland kalau untuk servis serius karena pasti akan dibantah,mila       kapok kangge dugi dhateng bengkel honda autoland menawi kangge servis saestu amargi mesthi badhe dibantah,neutral,neutral,neutral,neutral,neutral,negative
Selalu setia menggunakan setiap produk nissan .,tansah setya ngangge saben  produk nissan .,neutral,neutral,positive,neutral,neutral,neutral
"entah kenapa si avsen kalau untuk mobil perang jauh lebih oke , walau enggak stabil , enggak terlalu nyaman ,","duka  kenging punapa si avsen menawi kangge mobil perang tebih langkung oke , sanadyan mboten stabil , mboten sanget-sanget nyaman ,",neutral,neutral,negative,neutral,neutral,neutral
"suka sekali sama agya, tarikan nya itu loh halus banget","suka sekali sama agya, tarikan nya itu loh halus banget",neutral,positive,neutral,neutral,neutral,neutral
"Gua terang pilih pajero , selain keren model nya dan kelihatan dinamis , mesin juga mantap , model dasboard sporty","gua padhang pilih pajero , kejawi keren modelipun   lan ketingal dinamis , mesin ugi  mantep , model dasboard sporty",neutral,positive,positive,positive,neutral,neutral
"Toyota Rush saya sudah berusia 8 , tenaga nya kurang power full","toyota rush kula sampun umur 8 , tenaganipun  kirang power full",neutral,negative,neutral,neutral,neutral,neutral
"Sudah seminggu punya lexi , jauh lebih nyaman dibandingkan vario .","sampun seminggu gadhah lexi , tebih langkung nyaman dipunbandingaken vario .",neutral,neutral,negative,neutral,neutral,neutral
Tarikan lincah pasti Avanza,Tarikan lincah pasti Avanza,neutral,positive,neutral,neutral,neutral,neutral
xenia lari nya lebih lincah daripada avanza yang agak lemah,xenia lari nya lebih lincah daripada avanza yang agak lemah,neutral,negative,neutral,neutral,neutral,neutral
tenaga maknyus bagus . Vario125 esp combi brake enak enggak memalukan .,tenaga maknyus sae   . vario125 esp combi brake eca  mboten nglingsemaken .,neutral,positive,neutral,positive,neutral,neutral
avanza saya kopling nya memang agak keras juragan .,avanza kula koplingipun   estu   radi atos|sora juragan .,neutral,neutral,neutral,negative,neutral,neutral
tetapi harga otr xi lebih mahal daripada li,nanging regi  otr xi langkung awis  daripada li,neutral,neutral,neutral,neutral,positive,neutral
Mitshubisi raja jalanan,mitshubisi raja margi,neutral,neutral,positive,neutral,neutral,neutral
"Ambil mobil di Bengkel Honda Pondok Indah . sudah selesai servis , tapi mobil kotor banget . tapi teknisi ngotot sudah dicuci .","pendhet mobil ing bengkel honda pondok endah . sampun bibar   servis , nanging mobil reged sanget . nanging teknisi ngotot sampun dicuci .",neutral,neutral,neutral,neutral,neutral,negative
gue pengguna xenia li vvti 2008 selama memakai tidak ada masalah lancar-lancar,kula pangangge xenia li vvti 2008 salami ngangge mboten wonten masalah lancar-lancar,neutral,neutral,positive,neutral,neutral,neutral
"memang xenia bandel , gue senang banget sama mobil gue ini .","estu   xenia bandel , kula remen  sanget kaliyan mobil kula puniki .",neutral,positive,positive,neutral,neutral,neutral
yang jelas gue enggak menyesal pilih calya,ingkang kantenan kula mboten getun    pilih calya,neutral,neutral,positive,neutral,neutral,neutral
Kalo gue sih yang pemula . Lebih suka exterior brio . Cuma kalo kelengkapan fitur memang sirion,menawi kula sih ingkang pemula . langkung remen exterior brio . naming menawi kajangkepan fitur estu   sirion,neutral,neutral,neutral,positive,neutral,neutral
Buat yang punya Avanza dan Xenia pasti sudah merasakan berisik nya suara di dalam kabin dan lemah nya bantingan mobil .,ngge ingkang gadhah avanza lan xenia mesthi sampun ngraosaken berisikipun   suwanten ing lebet kabin lan lemahipun   bantingan mobil .,neutral,neutral,neutral,negative,neutral,neutral
avanza oke banget manuver nya,avanza oke sanget manuveripun,neutral,positive,neutral,neutral,neutral,neutral
"Avanza memiliki kapasitas 7 penumpang yang nyaman dan aman , dan daya tahan lebih baik berkat sasis semi - monokok yang digabung dengan sub-frame juragan","avanza nggadhahi kapasitas 7 penumpang ingkang nyaman lan aman , lan daya tahan langkung sae berkat sasis semi -monokok ingkang dipunkempalaken kaliyan sub-frame juragan",neutral,neutral,neutral,positive,neutral,neutral
"sudah harga nya mahal, fortuner ini juga konsumsi bahan bakar nya lumayan menguras dompet","sampun reginipun   awis , fortuner puniki ugi  konsumsi bahan bakaripun   lumayan menguras dompet",negative,neutral,negative,neutral,neutral,neutral
xenia li cukup mumpuni kok sebagai mobil irit dan cukup bertenaga .,xenia li cekap mumpuni koh dados   mobil irit lan cekap bertenaga .,positive,positive,neutral,neutral,neutral,neutral
fortuner sparepart nya susah dicari,fortuner sparepartipun   sisah dipunpadosi,neutral,neutral,neutral,negative,neutral,neutral
"yang saya suka dari avanza itu volume nya yang besar, anak-anak bisa bebas bersantai di dalam mobil","ingkang kula remen saking avanza puniku volumenipun  ingkang ageng, lare-lare saged bebas bersantai ing lebeting mobil",neutral,neutral,neutral,positive,neutral,neutral
"saya punya xenia Li 08 family , sepanjang pemakaian nya belum ada keluhan sih .","kula gadhah xenia li 08 family , sepanjang panganggenanipun dereng wonten keluhan sih .",neutral,neutral,positive,neutral,neutral,neutral
"Langsung kagum bgt dengan kenyamanan nya , mulai dari kedap nya kabin , bantingan suspensi dll","langsung kagum bgt kaliyan kenyamananipun   , wiwit saking kedapipun   kabin , bantingan suspensi dll",neutral,neutral,positive,positive,neutral,neutral
"fortuner gimana yah ... tenaga biasa aja , kalo pajero sport tenaga gak malu - maluin","fortuner kados pundi yah ... tenaga limrah mawon , menawi pajero sport tenaga mboten lingsem lingsemaken",neutral,positive,neutral,neutral,neutral,neutral
"12 cup holders kok kesan nya ga berfaedah buat mobil seven seater , nama nya aja seven seater ngapain sampe 12 wikwikwik , mendingan legain kabin drpd banyakin cup holder","12 cup holders koh kesanipun   mboten berfaedah damel mobil seven seater , naminipun mawon seven seater napa dumugi 12 wikwikwik , mendingan legain kabin drpd banyakin cup holder",neutral,neutral,neutral,negative,neutral,neutral
Honda Brio punya setir yang presisi dan tegak seperti 86 begitu pun jok sporty - nya ala racing .,honda brio gadhah setir ingkang presisi lan jejeg kados   86 kados puniku nggih jok sporty ipun    ala racing .,neutral,neutral,neutral,positive,neutral,neutral
"menyesal beli agya, tarikan lambat kalau dipakai rame-rame gak kuat","getun    tumbas agya, tarikan alon   menawi dipunangge rame-rame mboten kiyat",neutral,negative,neutral,neutral,neutral,neutral
Kalo soal overall si jelas banget pajero lebih menang ketimbang fortuner,menawi soal overall si kantenan sanget pajero langkung menang katimbang fortuner,neutral,neutral,negative,neutral,neutral,neutral
alasan nya harga fortuner di bawah harga pajero,alesanipun   regi  fortuner ing ngandhap regi  pajero,neutral,neutral,neutral,neutral,negative,neutral
Salah satu yang paling saya suka dari merek Honda ini adalah ultra seat,salah setunggal ingkang paling kula remen saking merek honda puniki inggih punika ultra seat,neutral,neutral,neutral,positive,neutral,neutral
semakin cantik saja nih avanza juragan,saya    elok   mawon niki avanza juragan,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ini gue akui paling pas untuk kerja dengan mobilitas tinggi , gede nggak , kecil juga nggak , masuk2 kampung gang kecil tanjakan terjal lincah , dan yg paling penting penggerak roda belakang cocok buat segala medan","mobil puniki kula akeni paling pas kangge nyambut damel kaliyan mobilitas inggil , gede mboten , alit  ugi  mboten , mlebet2 kampung gang alit  inggah-inggah terjal lincah , lan ingkang paling wigatos penggerak roda wingking cocok damel sedaya medan",neutral,positive,neutral,positive,neutral,neutral
"Ignis Worth it mas dengan harga terendah 139,5 juta .","ignis worth it mas kaliyan regi  paling andhap 139,5 yuta .",neutral,neutral,neutral,neutral,positive,neutral
"Beli beat fi buat harian , Tarikan nya nyaman , irit banget kalau dibuat kuliah . Harga oke .","tumbas beat fi damel dintenan , tarikanipun   nyaman , irit sanget menawi dipundamel kuliah . regi  oke .",positive,positive,neutral,neutral,positive,neutral
Wuling confero S 1.5 L Lux+ ke jawa timur park 3 terasa kenyamanan mobil ini tidak limbung .,wuling confero s 1.5 l lux+ dhateng jawi wetan park 3 kraos  kenyamanan mobil puniki mboten limbung .,neutral,neutral,positive,neutral,neutral,neutral
"keren juga xpander , serasa mobil masa depan","keren ugi  xpander , kraos  mobil masa ngajeng",neutral,neutral,positive,neutral,neutral,neutral
"konsumsi bbm HRV juga irit banget bisa sampe 13,5 km / l","konsumsi bbm hrv ugi  irit sanget saged dumugi 13,5 km / l",positive,neutral,neutral,neutral,neutral,neutral
kelebihan Avanza yang membuat saya jatuh hati sama avanza adalah penggunaan sistem penggerak roda belakang atau rear wheel drive .,kalangkungan avanza ingkang ndamel  kula dhawah manah sami avanza inggih punika panganggenan sistem penggerak roda wingking utawi rear wheel drive .,neutral,neutral,neutral,positive,neutral,neutral
Hadeh toyota prado segala rusak . Emang kata abang gue perawatan mobil matic itu susah,hadeh toyota prado sedaya risak . estu  tembung abang kula perawatan mobil matic puniku sisah,neutral,neutral,neutral,neutral,neutral,negative
"lebih nyaman All New Avanza , lebih gesit . akselerasi lebih baik .","langkung nyaman all new avanza , langkung gesit . akselerasi langkung sae .",neutral,positive,neutral,neutral,neutral,neutral
Toyota Rush cocok untuk segala musim berjiwa petualang .,toyota rush cocok kangge sedaya mangsa berjiwa petualang .,neutral,neutral,positive,neutral,neutral,neutral
"saya pengguna xpander , saya coba di tanjakan-tanjakan dieng dengan penumpang 6 orang dewasa , oke-oke saja kok . Dan memang mantap ini mobil","kula pangangge xpander , kula cobi ing tanjakan-tanjakan dieng kaliyan penumpang 6 tiyang sampun umur , oke-oke mawon koh . lan estu   mantep puniki mobil",neutral,neutral,positive,neutral,neutral,neutral
memang bagus sih brio pantas laku keras,estu   sae   sih brio patut  pajeng  atos|sora,neutral,neutral,positive,neutral,neutral,neutral
"@iip_bados05 bengkel resmi toyota , honda , daihatsu itu standart nya lebih bagus dari bengkel biasa mas , so astrido punya toyota .","@iip_bados05 bengkel resmi toyota , honda , daihatsu puniku standartipun   langkung sae   saking bengkel limrah mas , so astrido gadhah toyota .",neutral,neutral,neutral,neutral,neutral,positive
"kalau mengutamakan desain sih ya mending brio saja, tapi kalau dari segi tenaga masih kurang","menawi ngutamikaken desain sih nggih mending brio mawon, nanging menawi saking segi tenaga taksih kirang",neutral,negative,neutral,positive,neutral,neutral
brio mobil nya jelek banget gak bagus .,brio mobilipun   awon  sanget mboten sae   .,neutral,neutral,negative,neutral,neutral,neutral
fortuner gaya nya stylish banget cocok buat kamu yang hobi main instagram,fortuner gayanipun  stylish sanget cocok kangge sampeyan ingkang hobi dolan instagram,neutral,neutral,neutral,positive,neutral,neutral
"Naik honda beat , saya yang 180 cm berasa abang-abang naik troli bayi .","minggah honda beat , kula ingkang 180 cm kraos  abang-abang minggah troli bayi .",neutral,neutral,negative,neutral,neutral,neutral
kelemahan avanza power nya suka turun kalo sudah panas,kelemahan avanza poweripun   remen mandhap menawi sampun benter,neutral,negative,neutral,neutral,neutral,neutral
"kemarin gue dapat grab pakai xpander exceed , ternyata jauh lebih nyaman .","kala-wingi kula angsal grab angge xpander exceed , kasunyatanipun tebih langkung nyaman .",neutral,neutral,positive,neutral,neutral,neutral
"pakai hr - v 1.8 merasakan juga kalau mobil ini kabin nya luas , interior nya bagus .","angge hr -v 1.8 ngraosaken ugi  menawi mobil puniki kabinipun   wiyar , interioripun   sae   .",neutral,neutral,neutral,positive,neutral,neutral
"Harga yang murah , tapi mesin Avanza bagus juga .","regi  ingkang mirah , nanging mesin avanza sae   ugi  .",neutral,positive,neutral,neutral,positive,neutral
Harga nya honda brio rs sayang terlalu mahal menurut saya pribadi .,reginipun   honda brio rs sayang sanget-sanget awis  midherek kula pribadi .,neutral,neutral,neutral,neutral,negative,neutral
